decimals,down_block,pair_tokens,pairs,rdecimals,rsymbol,rtoken,symbol,token,up_block
18,12033354,0,0,0,0,0,DERC,0x373E768f79c820aA441540d254dCA6d045c6d25b,21344516
18,12074979,0,0,18,DSG,0x9A78649501BbAAC285Ea4187299471B7ad4ABD35,anyDSG,0xf2E28bb41aD0172217d0d219D9bEDA478467B9CA,20879554
18,12168305,0,0,18,POLARv3,0x70905594023Cb2f37F3103fDc70315ad1601D6EF,anyPOLAR,0xA2b0217943F826ba3cE0753316E0d78FC50fD581,15155851
18,12196906,0,0,18,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,anyBNB,0xae27785B2c91c91c072ba4484D759E0C92D6fae7,14268759
18,12292952,0,0,0,0,0,GMEE,0x84e9a6F9D240FdD33801f7135908BfA16866939A,21346284
18,12388067,0,0,18,OPEN,0x27a339d9B59b21390d7209b78a839868E319301B,anyxBlade,0x37C24675E4a0DFCE683c51e1746599F1E2517Eb5,18431699
18,12392768,0,0,18,SALE,0x04F73A09e2eb410205BE256054794fB452f0D245,anySALE,0xB969792E669B92E2e6D33441A0C6cAF3AEe1d01d,21326992
18,12392561,0,0,0,0,0,LMT,0x9617857E191354dbEA0b714d78Bc59e57C411087,21271742
18,12492645,0,0,0,0,0,SPELL,0x9Fe28D11ce29E340B7124C493F59607cbAB9ce48,20355650
18,12503425,0,0,0,0,0,sSPELL,0x66eFF5221ca926636224650Fd3B9c497FF828F7D,17771366
18,12505882,0,0,18,KEYFI,0x4b6000F9163de2E3f0a01eC37E06e1469DBbcE9d,anyKEYFI,0xe1168753035cFb5Bf8841Bef92355c583E5b704b,20850572
9,12516345,0,0,9,BabyDoge,0xc748673057861a797275CD8A068AbB95A902e8de,anyBabyDoge,0xF9D051603fA3a69967E93c5B506ccf0292Ccd849,21226525
18,12502264,0,0,18,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,anyBUSD,0xAb7efd5333F5a636488cdA6f8c1b5A128977aB93,21341117
18,12520930,0,0,18,GEMG,0x885C5Fb8f0e67b2b0Cf3a437e6Cc6EBC0F9f9014,anyGEMG,0x92fe6753bA36Ba74200f3F2c9A3B5a58eC02d049,21301352
18,12684942,0,0,0,0,0,FXS,0x70523d78A74f5533768075283BcB473cA01A8A4b,20132585
18,12701347,0,0,18,FRAX,0x29cED01C447166958605519F10DcF8b0255fB379,anyFRAX,0xDD03Dbed9aBdb125f1bdd465CaAdbeFdFF4f7524,21117842
18,12751429,0,0,18,CHE,0xbc420Bc2c015d1579F77e4a5c68270b75F2DDB9d,anyCHE,0x2ba9288c577C04Cd1A5770810a9D4DCbb5EcB464,21337918
0,12770894,0,0,0,HEP,0x7242Dbed15630a29eA5347898fa15FF8d5EB3593,anyHEP,0x03Ee4919bF3cfb9B0362E17f739F8c2973616a86,21303979
18,12749609,0,0,18,ANN,0x98936Bde1CF1BFf1e7a8012Cee5e2583851f2067,anyANN,0x6043C1600Cf0A9C66fc0626B36b4e1E4D59098Ba,21339497
18,12791876,0,0,0,0,0,BCDT,0x8683e604cdf911cD72652a04bf9D571697A86A60,21304864
18,12783009,0,0,18,AUTO,0xa184088a740c695E156F91f5cC086a06bb78b827,anyAUTO,0xDAe0E692805350d738202E0A7d8136dA3e9078d9,20860108
18,12616562,0,0,18,BIFI,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,anyBIFI,0x1AB7De6ac4ef91EA4F10fabE444B9a2E727EC89B,21344976
18,12780059,0,0,18,YIN,0x794Baab6b878467F93EF17e2f2851ce04E3E34C8,anyYIN,0x0aCAaBC390D7D7134eef4166F61e3e30B362f675,21332627
18,12911478,0,0,0,0,0,WHIRL,0x963FaC6d71cDdBd717D8D0c2FD06AAe5dd6072Fc,20852269
18,12971179,0,0,18,LIBRE,0x63db060697b01c6f4a26561b1494685DcbBd998c,anyLIBRE,0xF8df83a3F910a2d02E839715CAD26FD5ce59b4b6,18161840
18,13044286,0,0,18,GCAKE,0x61D5822DD7b3Ed495108733e6550d4529480C8F6,anyGCAKE,0xe77B2E0347Cc910d7aD9DC1A8f97108C825Cf81f,21041062
18,13069905,0,0,0,0,0,FTM,0xA57158e2430CF2851DB2B9383cc381B6e3617891,13149741
18,13120355,0,0,0,0,0,DHV,0x58759Dd469ae5631C42cf8a473992335575b58D7,21331481
18,13127833,0,0,18,YOSHI,0x4374F26F0148a6331905eDf4cD33B89d8Eed78d1,anyYOSHI,0x6c01361D8dbaf43b81b52Da3EFAe7DAB1b8Fffe9,21343341
18,13155832,0,0,18,FTM,0xAD29AbB318791D579433D831ed122aFeAf29dcfe,anyFTM,0xd3A33b8222bA7b25a0eA2a6DDCda237c154046AF,21347846
9,12880948,0,0,9,WRAITH,0x8690Cb98496EF0f8c6417D78b5e0E29907668808,anyWRAITH,0x2630C7D2104b92721357B3735412ce647A28ed8A,14176367
18,13165378,0,0,18,IDEX,0x0856978F7fFff0a2471B4520E3521c4B3343e36f,anyIDEX,0x051048FDa2c88E1BeD3aF811Fa3DcD10DdD350a0,20644441
9,13165626,0,0,9,MYOBU,0x4Ef06d1A55962f29D362c53c864a4f0c791DcB9E,anyMYOBU,0x5003C91913944F9a0AE82c729508808b3f7c7c7e,20782953
18,13169965,0,0,18,MFTU,0xd399359683c1cD5267f611261eDE08F22cE9729F,anyMFTU,0x98D939325313Ae0129c377B3eaBdF39188B38760,20653332
18,13222660,0,0,18,WOO,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,anyWOO,0x5022a3772357a2bbA192a4D93A918446492bAA94,21292969
18,12995418,0,0,18,LIQ,0xc7981767f644C7F8e483DAbDc413e8a371b83079,anyLIQ,0x4b106B91C5fE4ae933cdA197B9caf91a07bdAe15,21347365
18,12781692,0,0,18,TLOS,0xb6C53431608E626AC81a9776ac3e999c5556717c,anyTLOS,0x7f102dBb31b41E359a05b2291bB71D8EfCdaeACd,21229971
18,13345499,0,0,0,0,0,TOMB,0x8f01d597d2022656494E30fb76eccf1eEA2E092e,21158791
18,13345838,0,0,18,KING,0x51C5807dd8398aeDFCc91E6483417838B41EAeB8,anyKING,0xfA6dDBaE80DFBf91512fbbEDD8A06bB9B25d6988,15396883
18,13364032,0,0,0,0,0,STZ,0x7FE378c5e0B5C32AF2ecc8829beDF02245A0E4eF,21343960
18,13372382,0,0,0,0,0,UNB,0x301AF3Eff0c904Dc5DdD06FAa808f653474F7FcC,21324780
18,13517733,0,0,0,0,0,MULTI,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,21347848
18,13032229,0,0,0,0,0,MYST,0x2fF0B946A6782190C4Fe5D4971CFE79F0b6E4df2,21327610
18,13460345,0,0,18,BISON,0x19A6Da6e382b85F827088092a3DBe864d9cCba73,anyBISON,0xAe555cd91c93B1Ac8940b8E2E845000C8781C468,19086427
9,13470920,0,0,9,RYOSHI,0x0E5f989ce525acC4ee45506AF91964F7f4C9f2e9,anyRYOSHI,0x91648237A47585242f1f8Ad10e84DD03fa95EC4E,19830853
18,13658563,0,0,18,CTZN,0xA803778AB953d3FfE4FBD20Cfa0042eCeFE8319D,anyCTZN,0x9ADbBc5410a30f3D71473efe7eD5E27cB6C02e1C,20889992
9,13520878,0,0,9,MCRT,0x4b8285aB433D8f69CB48d5Ad62b415ed1a221e4f,anyMCRT,0xE409679a90AbA847922682798757c8be8dC54C15,21305010
18,13686524,0,0,0,0,0,DOSE,0x7837fd820bA38f95c54D6dAC4ca3751b81511357,20693809
18,13690513,0,0,0,0,0,LIQR,0x33333ee26a7d02e41c33828B42Fb1E0889143477,21325241
18,13725931,0,0,18,MAI,0x3F56e0c36d275367b8C502090EDF38289b3dEa0d,anyMAI,0xc412eCccaa35621cFCbAdA4ce203e3Ef78c4114a,21280918
18,13725970,0,0,18,LIQ,0xc7981767f644C7F8e483DAbDc413e8a371b83079,anyLIQ,0xE105Bb7E01b9B31b4F9ff3dd29cAE24EE86017f4,13752442
18,13741758,0,0,18,2022M,0x047a02a57501a813975b2D347278Fdd3dF671E86,any2022M,0x2ec59B2105Be94d2d94Bdd55c447810EDd495d3D,20396210
18,13746053,0,0,18,mWSPP,0xB067C1dd69d41FfA29f959901c91Aa7731cC4E26,anymWSPP,0x447C1c18979E71161EdA8c4D0a0b9CB2d0D26Ce0,21092357
18,13687583,0,0,18,IDIA,0x0b15Ddf19D47E6a86A56148fb4aFFFc6929BcB89,anyIDIA,0x5C2C5341f0115592d8c0Ba8a8A1a309E188509fC,13917773
18,13837468,0,0,18,AVAX,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,anyAVAX,0x3Ac92FF3C5bf439A87b26741ac6Db1793Ba1b025,21346711
18,13837042,0,0,18,MATIC,0xCC42724C6683B7E57334c4E856f4c9965ED682bD,anyMATIC,0xBF731BFa03E0095A2039E7E4C3B466eFB7F3Ec4E,21347158
18,10915538,0,0,18,BIFI,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,anyBIFI,0x19F36BbB75cFb2969486d46a95E37c74A90C7CBb,13872537
18,13928943,0,0,18,Afin,0xB955B4cAb9Aa3B49E23AEB5204EBc5fF6678E86D,anyAfin,0x51634cAff769B4a04D9b40e06198a4c451f896B5,20653046
9,13930326,0,0,9,APE-X,0xe211299dcE465083f5b70F119d6620cB29B9bCAc,anyAPE-X,0xE06D45e4524B3191F69a01808F911555D8771341,20721243
18,13932431,0,0,18,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,anyBTCB,0x0653553e574657410D41CE758Db36617F409B6C5,21342248
18,13925132,0,0,18,ANKR,0xf307910A4c7bbc79691fD374889b36d8531B08e3,anyANKR,0x14834532Cd1aaACA7D271a4D419dcbdA0B64F630,21194185
18,13939548,0,0,18,PINK,0x9133049Fb1FdDC110c92BF5b7Df635abB70C89DC,anyPINK,0xB097e83211d896650ed0104DA3309D3654416bC0,21334260
9,13959534,0,0,0,0,0,DAWGS,0x222cF80A8514f8ce551C06D1b8d01DB3678688AD,20814791
18,13984985,0,0,0,0,0,MIMIR,0x336f5A68fD46A25056a6C1D9c06072c691486acC,21284348
18,14070700,0,0,18,BELUGA,0x181dE8C57C4F25eBA9Fd27757BBd11Cc66a55d31,anyBELUGA,0x323BA4181eD3D7A7e267330C27C176a006f91313,17216752
18,14097990,0,0,0,0,0,wMEMO,0xD451051D7d9F0b154ed25211094eC74036F49923,20919350
18,14080652,0,0,0,0,0,POLP,0x6E3bF2fFf13e18413D3780f93753D6CFf5AEE3e1,21165674
9,14109880,0,0,9,USV,0xaf6162DC717CFC8818eFC8d6f46a41Cf7042fCBA,anyUSV,0xc40eF4F38A3235f21987f9f13431983cD3025e58,21023797
18,13306986,0,0,18,QI,0x8729438EB15e2C8B576fCc6AeCdA6A148776C0F5,anyQI,0x3c48D39479C4E34657aA141543c56BF340967dE8,21245546
18,14127921,0,0,18,MSU,0xe8377A076adAbb3F9838afB77Bee96Eac101ffB1,anyMSU,0x6DA1dcE036e5CA4318Fbc7e7FC4234020Ef8841e,21330589
18,14066463,0,0,18,IDIA,0x0b15Ddf19D47E6a86A56148fb4aFFFc6929BcB89,anyIDIA,0xf4F8B87Da4244Da566C4B5DCCe7f8933505C1871,21151222
18,12914486,0,0,18,KNC,0xfe56d5892BDffC7BF58f2E84BE1b2C32D21C308b,anyKNC,0x5650C49D662cb83666aB0FAD224453B603179D2A,21346773
9,14160576,0,0,9,FomoETH,0x8A65B987D9813f0a97446eDa0dE918b2573Ae406,anyFomoETH,0x619F98fCF9A3F5FEceE753FA9F4E3cE39Ef43CaA,18451692
18,14324743,0,0,18,AIRT,0x016CF83732f1468150D87dCC5BdF67730B3934D3,anyAIRT,0xD0975664b2c276520722560eF7bDa3E6Ad4A734B,20995213
18,14357228,0,0,18,TOAD,0x463E737D8F740395ABf44f7aac2D9531D8D539E9,anyTOAD,0xadfc9a631157B59A65EB337FEd810DaB8879A5Fd,21143838
18,14356986,0,0,18,TUSD,0x14016E85a25aeb13065688cAFB43044C2ef86784,anyTUSD,0x559e9FC6A4D28D4b514f076724cB62F07Ace862A,21316957
18,14436089,0,0,18,NFTY,0x8623e66Bea0DCe41B6d47f9C44e806A115baBae0,anyNFTY,0x860Ea5712DB042De011C4ffb2789BDCb2BfF9828,21298231
18,14447482,0,0,0,0,0,BIOS,0xCF87d3d50A98A7832f5CfdF99aE1B88C7cFbA4a7,21181386
18,14475114,0,0,0,0,0,LEPA,0xA4050Aa9b76CcDAe1A6a8b2F3e8627Cdc1546d86,21297230
18,14525399,0,0,18,MAHA,0xCE86F7fcD3B40791F63B86C3ea3B8B355Ce2685b,anyMAHA,0x514f696AF215a33bc9856cd39Bb4B3F7c04DB690,21108894
9,14539689,0,0,9,SPONGS,0xBDE8D0345B360F5bd3CE86db721d5907720e7543,anySPONGS,0x400e3a1BA43D272e576c237E51D0e1Ef3253f153,18603025
8,14552035,0,0,8,MRXb,0x767B28a30E3a15DCEcE7bFF7a020ADfdE9D19cf8,anyMRXb,0x40642f7f80138913ca239306Aa74F1ACAEF6B0e8,20832824
18,14565211,0,0,18,RSD,0x61Ed1C66239d29Cc93C8597c6167159e8F69a823,anyRSD,0x5329B989B69F3C46b5e6868619ee390757b7C5bb,18888216
18,14571122,0,0,18,LINK,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,anyLINK,0x83fC51A3a35D3e2a2c42003df964294062F505A2,21336300
18,14582240,0,0,18,MNFT,0x36953B5Ec00A13eDcEceB3aF258D034913D2A79D,anyMNFT,0x385Ff2B2fC61164604C5Bdc708Ccff611Fe9C42D,20175528
18,14601248,0,0,18,SCLP,0xF2c96E402c9199682d5dED26D3771c6B192c01af,anySCLP,0x3DA9769665849Bd67139cF67735445DeEa16340D,21337320
18,14642648,0,0,0,0,0,MM,0x73F059dB0182dc2Ed716D028E1b13033cfcbf63B,18479784
9,14645738,0,0,9,PAWTH,0x409e215738E31d8aB252016369c2dd9c2008Fee0,anyPAWTH,0xC90C592677a58E3Af3af0e36635be22B76D92D45,20247854
18,14649433,0,0,0,0,0,DEP,0xcaF5191fc480F43e4DF80106c7695ECA56E48B18,21343112
18,14703623,0,0,18,FUSE,0x5857c96DaE9cF8511B08Cb07f85753C472D36Ea3,anyFUSE,0x43242138833e8D360e84920462A483eb9e35C8b4,21299082
18,14731544,0,0,18,ROAR,0xe561Ebd0D7f9b2BD81DA6e7DA655030DCb0a926b,anyROAR,0x3a218d024f452Caac91fcfa39ba524e0bdFE9eC0,21346688
18,14753869,0,0,18,FEED,0x67d66e8Ec1Fd25d98B3Ccd3B19B7dc4b4b7fC493,anyFEED,0x657C620fee04A225e57822606c357D21663D507c,21153027
18,14758389,0,0,18,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,anyBNB,0x49974c3c99f4e74d08845C31d3f4F16fDC264EBD,21342089
4,14759192,0,0,0,0,0,NIOX,0xDc37Fa1507C7697C0778D3A7d61B31dCE7CBBA70,19481520
18,14764533,0,0,18,UFARM,0x0A356f512f6fCE740111ee04Ab1699017a908680,anyUFARM,0x3D2E9d762413Cec5BF862fdB0085315dd2c4C09E,21333652
18,14777346,0,0,18,NPXB,0xd8CB4C2369db13C94c90C7fD3bEbc9757900Ee6b,anyNPXB,0x2BFDF2Adc0E8F738c4a1bca25c5c1D36072eBa31,21289639
18,14580657,0,0,18,GEM,0xBaC1df744df160877cDc45E13d0394c06bC388Ff,anyGEM,0x54511C749f5AF298FC7E5fFC9779280F104028e3,21307642
18,14851723,0,0,0,0,0,POL,0x273a4fFcEb31B8473D51051Ad2a2EdbB7Ac8Ce02,21180331
18,14852309,0,0,0,0,0,agEUR,0x38C84D5bBAD726D465Cf6A5349E41D6d7095faf7,17737007
18,14819695,0,0,18,POND,0xA1428370F540B4C4E319224165Ecae513a391f77,anyPOND,0x204D3D2Bbbf39a7Bb85A00Dd45fB0d2fe57A660B,21289671
18,14971709,0,0,18,UNCL,0x0E8D5504bF54D9E44260f8d153EcD5412130CaBb,anyUNCL,0xBb244Fc91e86C5A4B9d31B2935c5bC57C034bfA1,21332475
18,14851822,0,0,18,UNCX,0x09a6c44c3947B69E2B45F4D51b67E6a39ACfB506,anyUNCX,0xE529797535426A042a79aa555334F444565d118e,21272958
18,15042976,0,0,18,KONO,0xe22b9152914986E4020a00ab6Ef510085C26C208,anyKONO,0xF35870B6fd9a77D47364d357Dd0B16A5E5C956da,20395886
18,15168294,0,0,18,EVX,0x0C9b7103E16f171f60448E039F48d3b50241fcBC,anyEVX,0x51138Ef0dc9De2A03aaaFa95f69924302B49a5FB,21058799
18,15169965,0,0,0,0,0,WSYS,0x747B1223B23E53070c54Df355FAC2E198aA54708,21320583
18,15179537,0,0,18,ZAP,0xC5326b32E8BaEF125AcD68f8bC646fD646104F1c,anyZAP,0xeb2F197B3467b02DD8F36b09B2D179c250352fF3,20204048
9,15169502,0,0,9,SMBR,0x8ad8e9B85787ddd0D31b32ECF655E93bfc0747eF,anySMBR,0x8C4E06C8D4297448E768F91947e0643b31DB08D3,20929992
18,15208113,0,0,18,TM,0x194d1D62d8d798Fcc81A6435e6d13adF8bcC2966,anyTM,0xFb4Ac62d4c6aD358ce679E61281F5eB5A20Dd063,21235013
18,15208939,0,0,0,0,0,OCCT,0x5c865352F9012308378B1c74fE01D899f28e8FD9,17249831
18,14854966,0,0,18,NFD,0x0FE9778c005a5A6115cBE12b0568a2d50b765A51,anyNFD,0x41A072B1C8d716721e407640e5b1fdcc714239ab,21177077
18,15237876,0,0,18,Froyo,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,anyFroyo,0xBC70A08eCe842698dd89dD7FC8767fc962e4533B,21299028
18,14751354,0,0,18,ALPACA,0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,anyALPACA,0x3222b546981ca597842CB271138e26ea1AFAb44a,21255434
18,15136693,0,0,18,MOD,0xd4fBc57B6233F268E7FbA3b66E62719D74deecBc,anyMOD,0x22e7f79c547D676baf561032bF64D51D6ceb5F3f,21147083
18,15299905,0,0,18,XMETA,0x9aaB0A9B3A2F7cF669f1385c48e0a063B93834bB,anyXMETA,0x1441e091e1247e6E6990cCB2c27169204Fb04aA9,21295083
18,15307111,0,0,18,BSPT,0x74F996A2ED8B1370C2f12ce9D040a1d9c9254E6e,anyBSPT,0x6aEeC4B23aa51442E613E5023DaFa5C9de2Dfe95,20715842
8,15340304,0,0,8,LEDU,0x887D9c01FFf04022da9c6D64a65a481a9e5D1FCa,anyLEDU,0xe5B834D5086564De95eC6CE390605186a7732439,20490842
18,15357949,0,0,0,0,0,PAE,0x6c7fc3Fd4a9f1Cfa2a69B83F92b9DA7EC26240A2,21335153
18,15362277,0,0,18,BitANT,0x81a4c8438b77221f192d8D25252Afac62FECd58f,anyBitANT,0xe60988bfb3c4669FCa76FC466D6cfFAFE11D2B6E,20797218
18,13359010,0,0,18,RACA,0x12BB890508c125661E03b09EC06E404bc9289040,anyRACA,0xe6DE9f70D5A4Ec9da52ce35F449794ebA826dE72,20860119
18,15364434,0,0,0,0,0,BLID,0x766AFcf83Fd5eaf884B3d529b432CA27A6d84617,21038893
18,15250431,0,0,0,0,0,TNODE,0x7f12A37B6921FFac11FAB16338B3ae67EE0c462b,21179378
18,15375484,0,0,18,URUS,0xc6DdDB5bc6E61e0841C54f3e723Ae1f3A807260b,anyURUS,0xb2c7a198be3345D554043f6B875E254cB2034219,21303550
18,15369565,0,0,18,SPACE,0x9d9AFFAc2175Ef541642035aB66f5FE7Df813851,anySPACE,0x1284970541D8aDa703dbb5F3287C2db608a1D70F,20745189
18,15428302,0,0,18,PLG,0xDAd3ABce6Fb87FA0355203b692723A7EE8aa9D63,anyPLG,0x46DCB8FB3022652B1980F1ffaEAf2bb2104bE09C,21097313
18,15456379,0,0,0,0,0,MTC,0x15D1D8274277A2f4c1F45BE70ab189A16Ab15673,18435213
9,14762823,0,0,9,BLAST,0xDdC0dBd7dC799ae53A98a60b54999cb6eBb3Abf0,anyBLAST,0x1dd20779C8FAcd5A60680C3f423137ca18155e47,20507995
18,15334480,0,0,18,ONI,0xea89199344a492853502a7A699Cc4230854451B8,anyONI,0xCF3DDd04360811187BDc158dCC622D817384fE9F,20919331
18,15580981,0,0,0,0,0,FS,0x1935C03bB7DbC3623bD992CE599bC26bD30A43EB,20438317
18,15653278,0,0,18,SKILL,0x154A9F9cbd3449AD22FDaE23044319D6eF2a1Fab,anySKILL,0xb027C02aff109a545e4CE4fDC08B9597030C4eF6,21268933
18,15558867,0,0,18,ODDZ,0xCD40F2670CF58720b694968698A5514e924F742d,anyODDZ,0x4Ea6F39C719D3A77cE2e5B913312cf2999e6D19D,21346622
18,15479000,0,0,18,BETA,0xBe1a001FE942f96Eea22bA08783140B9Dcc09D28,anyBETA,0x32Df1BC949d51BEc5ff63CFD1D1fd9A11751C8b0,21322666
18,15733621,0,0,0,0,0,ORBS,0xeBd49b26169e1b52c04cFd19FCf289405dF55F80,21297179
18,15754719,0,0,18,5TABLE,0x3B29E11FADA25Ec959d732684E783A4069f26ceC,any5TABLE,0x1fd377178511E9C74E055aA3789CFb64FC7cA07B,20971418
18,15778582,0,0,18,GEM,0x27de370Fe0498307E91047C9a60051d53b92114a,anyGEM,0xEd77bC3dAD55F320f8807586c2aEf9285c1A5ED2,19563950
18,15798065,0,0,18,RADIO,0x30807D3b851A31d62415B8bb7Af7dCa59390434a,anyRADIO,0xb139eD4143BCEb793346020453Ab1F9d886BD294,21344748
18,15784393,0,0,18,CIFI,0x910b1dCB9eE997504f9dE9B5F18f0dB577a39dd2,anyCIFI,0xf3abe72301D931EDca7B4787B653ef9e035ffF53,15889456
9,15982752,0,0,0,0,0,SHINJA,0xa8Ea8D1d7A3e689ccc90DceCB437aB0674d5ec6f,19790247
18,16157456,0,0,0,0,0,MARK,0x6ea5f827130E81c6b82b6B852b7f0b505110e939,21264206
18,16157824,0,0,0,0,0,GRAPE,0xDa00B89EA3D2d0b022C663793b3d47D5b02EC627,20958543
18,16158610,0,0,0,0,0,PLATO,0xf2572fDACf09bfAE08FF7D35423870B5a8aC26b7,21329892
18,16162014,0,0,18,DUET,0x95EE03e1e2C5c4877f9A298F1C0D6c98698FAB7B,anyDUET,0x1f9cE5AC8bEfa74Bfa614Ae22Ffc0fdD1e06827e,20785111
18,16082002,0,0,18,CIFI,0x4DCd4700B38ce6562730c27Da557F6de819b347B,anyCIFI,0x59d66751efF67D7150196B4086AfCc0313163026,21327546
18,16171422,0,0,0,0,0,APE,0x0b079B33B6e72311c6BE245F9f660CC385029fc3,21337282
18,16177272,0,0,18,ZEE,0x44754455564474A89358B2C2265883DF993b12F0,anyZEE,0x3ca1F50e8178A8a21Cc919E617F8fAD98a048cE9,16701196
8,15316312,0,0,8,CDS,0x23f07a1C03e7C6D0C88e0E05E79B6E3511073fD5,anyCDS,0x1ad8B8b151b7d408C757ED0D583E9B7C2F78ce19,21160602
18,16200559,0,0,18,XIDO,0x3764Bc0de9B6a68c67929130aaEC16b6060cAb8c,anyXIDO,0x6E283470cB5F0C7315c6e165eeC4Cc39965e5ceB,19694860
6,16211973,0,0,0,0,0,anyALICE,0x84A5d1d7B78810512357C1eBD252447ACC91D77E,16441222
18,13750945,0,0,18,Warden,0x0fEAdcC3824E7F3c12f40E324a60c23cA51627fc,anyWarden,0x378DACb12E3dCCcA598c37325a2B32C2dc3A4Ae4,20861521
18,16230788,0,0,0,0,0,DEXT,0xe91a8D2c584Ca93C7405F15c22CdFE53C29896E3,21155605
