decimals,down_block,pair_tokens,pairs,rdecimals,rsymbol,rtoken,symbol,token,up_block
9,13730611,0,0,9,USV,0x88536C9B2C4701b8dB824e6A16829D5B5Eb84440,anyUSV,0x790CFDc6aB2e0eE45a433aAC5434F183BE1f6A20,15529893
18,13731852,0,0,0,0,0,wMEMO,0x3b79a28264fC52c7b4CEA90558AA0B162f7Faf57,15527714
18,13747599,0,0,18,WOO,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,anyWOO,0x95555E4e4CB2C094914aF53598eFf14b9340881f,15480827
18,13646258,0,0,18,TLOS,0x7825e833D495F3d1c28872415a4aee339D26AC88,anyTLOS,0xcaF5191fc480F43e4DF80106c7695ECA56E48B18,15508419
18,13781756,0,0,18,UNB,0x8dB253a1943DdDf1AF9bcF8706ac9A0Ce939d922,anyUNB,0xc0330289B5509269bC312C83E5dB42Aeb259B687,15507003
18,13779873,0,0,18,STZ,0x3f5294DF68F871241c4B18fcF78ebD8Ac18aB654,anySTZ,0xE87d84DcBb848fe94C6dAEdc9c81C913F707F2D2,15529590
18,13794054,0,0,0,0,0,TOMB,0xa0b20DecBc557E3f68E140eD5a0c69bc865F865A,15416033
9,13804022,0,0,9,RYOSHI,0x9Ac59862934ebc36072D4D8ADA37c62373A13856,anyRYOSHI,0x758d08864fB6cCE3062667225ca10b8F00496cc2,15205388
18,13814487,0,0,18,MULTI,0x65Ef703f5594D2573eb71Aaf55BC0CB548492df4,anyMULTI,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,15531401
18,13846224,0,0,18,CTZN,0xA803778AB953d3FfE4FBD20Cfa0042eCeFE8319D,anyCTZN,0x2eAa12c0c76ea8192d82B63F8dbBb7EC2a270295,15530384
18,13852621,0,0,18,DOSE,0xb31eF9e52d94D4120eb44Fe1ddfDe5B4654A6515,anyDOSE,0x2cF7d99C1bff7Caa25B737C909637948e6E7781E,15147983
9,13735041,0,0,9,MYOBU,0xDfDd3459D4F87234751696840092ee20C970Fb07,anyMYOBU,0x34f380a4e3389e99C0369264453523Bbe5aF7faB,15416203
18,13867112,0,0,18,WAD,0x0B6F3c17e1626a7cBfA4302CE4E3c45522d23A83,anyWAD,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,15433257
18,13867442,0,0,0,0,0,LIQ,0x5F69b7Ab8F7cAb199a310Fd5A27B43Fef44ddcC0,15018431
4,13881894,0,0,4,NIOX,0xc813EA5e3b48BEbeedb796ab42A30C5599b01740,anyNIOX,0x58a547Ed09684ac2A688610d5Caf8e8968b51908,15527272
18,13886670,0,0,18,MATIC,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,anyMATIC,0x1Cb1284CF62C3E593a8f49EEf3db37AD20467Bed,15531843
18,13893214,0,0,0,0,0,AVAX,0x8965349fb649A33a30cbFDa057D8eC2C48AbE2A2,15531698
8,13907125,0,0,8,Afin,0xEe9E5eFF401ee921b138490d00CA8D1F13f67A72,anyAfin,0x6feFd97F328342a8A840546A55FDcfEe7542F9A8,15527128
8,13907888,0,0,8,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,anyWBTC,0xE6B9d092223f39013656702A40dbE6B7DeCc5746,15530449
18,13864990,0,0,18,2022M,0xd9adb7536E90660F601c5BFB15cB49BFa78cA0a6,any2022M,0x986A4EA3679AFe15b5963A6Ec3437bE859279BC1,15344410
9,13913930,0,0,9,DAWGS,0x64A77277e37D44957FE5815d6FF442ab8b16cC29,anyDAWGS,0xFE77d71bAf7A6CdabbD63A2AD1e0aDb68ca64c06,15459031
18,13901723,0,0,18,ANKR,0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4,anyANKR,0x6362496Bef53458b20548a35A2101214Ee2BE3e0,15451482
18,13974143,0,0,0,0,0,dSNX,0x5f7F94a1dd7b15594d17543BEB8B30b111DD464c,15229273
18,13983214,0,0,18,BSGG,0x69570f3E84f51Ea70b7B68055c8d667e77735a25,anyBSGG,0x84051Efb5e0c61AC1863B5de72Cd5bC3221870E4,15523463
18,14022514,0,0,18,TUSD,0x0000000000085d4780B73119b644AE5ecd22b376,anyTUSD,0xf751575ED3390f6C02B4358f9E165e7B44877032,15255315
18,13665328,0,0,18,DHV,0x62Dc4817588d53a056cBbD18231d91ffCcd34b2A,anyDHV,0xbD83010eB60F12112908774998F65761cf9f6f9a,15525581
9,14044663,0,0,0,0,0,SPONGS,0x99bB54f7A11EB8af1d486fe644ebed304F52f85a,14945839
18,13640469,0,0,18,BCDT,0xAcfa209Fb73bF3Dd5bBfb1101B9Bc999C49062a5,anyBCDT,0x09211Dc67f9fe98Fb7bBB91Be0ef05f4a12FA2b2,15218696
18,14053938,0,0,0,0,0,GEM,0x9b17bAADf0f21F03e35249e0e59723F34994F806,15528242
18,14051678,0,0,18,LINK,0x514910771AF9Ca656af840dff83E8264EcF986CA,anyLINK,0x8dFDC61c7c7551D0DEec950A2822eB59cddb8f59,15531267
18,14047809,0,0,18,UFARM,0x40986a85B4cFCDb054A6CBFB1210194fee51af88,anyUFARM,0xBDba76fA2659c33ffCc2B0bc134c3A2c8a3Aa94d,15524064
18,14028539,0,0,18,NFTY,0x3085154623F51b00Dedfc6Ceeb5197277A66B17B,anyNFTY,0x9F47F313ACFd4bdC52F4373b493EaE7d5aC5b765,15527243
9,14068500,0,0,9,PAWTH,0xAEcc217a749c2405b5ebC9857a16d58Bdc1c367F,anyPAWTH,0xDfed31E640b7280F76f046a97179E5E369D209b5,15298610
18,13836403,0,0,18,MYST,0x4Cf89ca06ad997bC732Dc876ed2A7F26a9E7f361,anyMYST,0x58c1BBb508e96CfEC1787Acf6Afe1C7008A5B064,15493144
18,14087468,0,0,18,CRE8R,0xaa61D5dec73971CD4a026ef2820bB87b4a4Ed8d6,anyCRE8R,0xb8930BD2dD53D449f83466705827F3dBF90eA7Fc,14469626
18,13927376,0,0,18,MIMIR,0x71dc40668682a124231301414167E4CF7f55383C,anyMIMIR,0x20CF1b6E9d856321ed4686877CF4538F2C84B4dE,15232811
18,14070567,0,0,18,KAE,0x65Def5029A0e7591e46B38742bFEdd1Fb7b24436,anyKAE,0xD2aF5442bd47461B37726fD323D95E569973fe6d,15415209
9,14094856,0,0,0,0,0,BLAST,0x614D7f40701132E25fe6fc17801Fbd34212d2Eda,15459557
18,14097365,0,0,18,NFD,0xDFDb7f72c1F195C5951a234e8DB9806EB0635346,anyNFD,0xe008ff5483D5C0214911ba6CBDACcf822436D165,15501810
2,14098145,0,0,2,NPX,0x28b5E12CcE51f15594B0b91d5b5AdaA70F684a02,anyNPX,0x40D4c6CecA870A0439dC0232D40cF8be8B425bAf,15525464
8,14047452,0,0,8,MRXe,0xD38B1159c8aEE064Af2D869Afa1c2c1632da8B97,anyMRXe,0x1608278E54FB9E070cb109234d111Ff3A359612b,15483217
9,14108363,0,0,9,nuBTC,0xB2979Ab4705FA0621FCaB059748B4e77dd76b78e,anynuBTC,0x1748E1A07E82762660b4e57838B570dCb73bF75D,14535197
18,14107735,0,0,18,agEUR,0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8,anyagEUR,0xE705aF5f63fcaBDCDF5016aA838EAaac35D12890,15317052
18,14114927,0,0,18,UNCX,0xaDB2437e6F65682B85F814fBc12FeC0508A7B1D0,anyUNCX,0xd9A807E9d2F61B0098B4c3f79b2Dfb9Bc2E181ae,15521916
18,14115667,0,0,0,0,0,WHIRL,0x0C75dD36aF9a59BA1d248a98Fe91b2384cfea9be,15506511
18,14041367,0,0,18,MAHA,0xB4d930279552397bbA2ee473229f89Ec245bc365,anyMAHA,0x1FbBc7dBa1eF75ff43F955a5B9CeeC3Cc1692Cd8,15487029
18,14120902,0,0,0,0,0,TCS,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,14763457
18,14028085,0,0,18,POND,0x57B946008913B82E4dF85f501cbAeD910e58D26C,anyPOND,0xB53Ec4aCe420a62Cfb75aFdEba600D284777cd65,15519478
18,14081953,0,0,18,KNC,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,anyKNC,0x7BEB05cf5681f402E762F8569c2Fc138a2172978,15528104
18,14157938,0,0,18,KONO,0x850aAB69f0e0171A9a49dB8BE3E71351c8247Df4,anyKONO,0xa8752333f6a6fe47323a4eDAC3D09Bb1048A0E23,15331346
18,14188622,0,0,18,ZAP,0x6781a0F84c7E9e846DCb84A9a5bd49333067b104,anyZAP,0x2aD402655243203fcfa7dCB62F8A08cc2BA88ae0,15288786
18,14201756,0,0,0,0,0,Froyo,0xcf0BCf85082e3CFE591bd2451Bc4B46faa34c7De,15527405
18,14216450,0,0,18,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,anyETH,0x0615Dbba33Fe61a31c7eD131BDA6655Ed76748B1,15531994
18,14195240,0,0,18,OCCT,0x95A1796437BAd6502d1c1cce165Cd76E522409a9,anyOCCT,0x8D34a11f49172C057d11833cF92AFF97F28Fc595,14652990
18,14141953,0,0,18,UNCL,0x2f4eb47A1b1F4488C71fc10e39a4aa56AF33Dd49,anyUNCL,0xcb69f7Ac645F5e09310b91445277A53F7fcb78cF,15527288
18,14232695,0,0,18,URUS,0xc6DdDB5bc6E61e0841C54f3e723Ae1f3A807260b,anyURUS,0x782617249085AA28A367fEB49CF811434660cEE5,15528375
18,14075285,0,0,18,PSP,0xcAfE001067cDEF266AfB7Eb5A286dCFD277f3dE5,anyPSP,0x84Ae7b0FF2Bc523969fB3162E04149A419196F4b,15478312
18,14215758,0,0,18,XMETA,0x591127253E40d4f63bF29CcF3D81FD062A149C8c,anyXMETA,0xE613a914bbb433855378183c3aB13003285da40A,15530725
18,14229788,0,0,18,BitANT,0x15Ee120fD69BEc86C1d38502299af7366a41D1a6,anyBitANT,0x57e8283743B169855248c1DE250B921336096677,15419266
18,13941385,0,0,18,POLP,0x48592de8CdED16f6Bb56c896Fe1Affc37630889C,anyPOLP,0x99f7D752745f270E100233cC05768B4a12Bd09f0,15513135
18,14250732,0,0,0,0,0,MTC,0x10864cD0C4250F7de15DD3Cd3788dc704cDb6706,14250732
18,14230729,0,0,18,MOD,0xEA1ea0972fa092dd463f2968F9bB51Cc4c981D71,anyMOD,0xFC2AFD7EbF2E0ca69340Cd9f466177E23812CF5a,15470649
8,14256805,0,0,0,0,0,XTR,0x9ee45ADBB2F2083ab5CD9BC888C77a662Dbd55fE,14256805
18,14023748,0,0,18,BIOS,0xAACa86B876ca011844b5798ECA7a67591A9743C8,anyBIOS,0x90F615bB7b2Def7Bd14C507f90ff42B6aCAcf86e,15531519
18,14213741,0,0,18,FUSE,0x970B9bB2C0444F5E81e9d0eFb84C8ccdcdcAf84d,anyFUSE,0xe6D9C0aCF30194E2a5ae9C1c8342aC49e98A4B0A,15527421
18,14278831,0,0,18,ATEM,0x3708DEA52A5846FD16d0060AaB01c87bb5932b02,anyATEM,0xBaa75208D0ec8DDe89C036dD71E897C8df903f11,14636836
18,14278916,0,0,18,SCLP,0x3F6D1649A1366b0E82173D33e365953f9F1Cc84C,anySCLP,0xa4FFfc757e8c4F24E7b209C033c123D20983Ad40,15511537
18,14093897,0,0,18,VERSE,0x7aE0d42f23C33338dE15bFa89C7405c068d9dC0a,anyVERSE,0xbB3D3EE59002B7b9A0a276C269D60fbAc3EA65F8,15527537
18,14249970,0,0,18,LDO,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,anyLDO,0x0914D4CCc4154cA864637B0B653Bc5Fd5e1d3ecF,15531275
18,14229994,0,0,18,RACA,0x12BB890508c125661E03b09EC06E404bc9289040,anyRACA,0x16abA2d28329620F31D44748EC82FA08daA50B86,15477749
9,14316190,0,0,0,0,0,EXZO,0x56501B0B12Ee9518c2991451Bbc8d7F9267949d2,14610198
18,14319532,0,0,0,0,0,SHI,0xaD996A45fd2373ed0B10Efa4A8eCB9de445A4302,15523523
18,14358085,0,0,0,SYS,0,WSYS,0xc976BE9DdBB3e2B2eFFd9af4845C38b6195dAB71,15104370
18,14311817,0,0,18,ODDZ,0xCd2828fc4D8E8a0eDe91bB38CF64B1a81De65Bf6,anyODDZ,0xa097c96ACc9587D140AD8aEaAC13D9db2C6CC07f,15527219
18,14322552,0,0,18,YAXIS,0x0adA190c81b814548ddC2F6AdC4a689ce7C1FE73,anyYAXIS,0x64Ee4f41A15D6c431AB6607d4e95462169d50f6C,15475688
9,14369335,0,0,9,SHINJA,0xab167E816E4d76089119900e941BEfdfA37d6b32,anySHINJA,0x6496994241804D7fE2b032901931e03bCD82301F,15210267
18,14230261,0,0,18,BLID,0x8A7aDc1B690E81c758F1BD0F72DFe27Ae6eC56A5,anyBLID,0xf8a363Cf116b6B633faEDF66848ED52895CE703b,15471842
18,14409997,0,0,18,APE,0x4d224452801ACEd8B2F0aebE155379bb5D594381,anyAPE,0xC167f62e93775ACADeb3d2B0940bce560171Fdf3,15514148
18,14313489,0,0,18,ONX,0xE0aD1806Fd3E7edF6FF52Fdb822432e847411033,anyONX,0x3b9e3b5c616A1A038fDc190758Bbe9BAB6C7A857,14417320
18,14418057,0,0,18,XIDO,0xF6650117017FFD48B725B4EC5A00B414097108A7,anyXIDO,0xF7428FFCb2581A2804998eFbB036A43255c8A8D3,15174796
18,14425239,0,0,18,SDAO,0x993864E43Caa7F7F12953AD6fEb1d1Ca635B875F,anySDAO,0xdE58658a05a8cE87BB8Ab96a05A4C4544938E28F,15529578
9,14451855,0,0,9,SMBR,0x16B3E050e9e2f0Ac4f1BEA1b3E4fdc43d7f062Dd,anySMBR,0xF887906E130349A624ffA3CF1FA5b56f48b11c08,15521170
6,14420612,0,0,6,ALICE,0xAC51066d7bEC65Dc4589368da368b212745d63E8,anyALICE,0x3915C77Dc839d97e875613a5b64179aCC1Da97Df,14472169
18,14479612,0,0,18,OLE,0x92CfbEC26C206C90aeE3b7C66A9AE673754FaB7e,anyOLE,0xD6040966181C9D1B28158335780dC42514B119e7,15530376
18,14416183,0,0,18,ORBS,0xff56Cc6b1E6dEd347aA0B7676C85AB0B3D08B0FA,anyORBS,0x944A05c5acC46c9777ACA7d8dD92B048b1b6D3e0,15527273
8,14224840,0,0,8,LEDU,0xC741f06082AA47F93729070aD0dD95E223Bda091,anyLEDU,0xA6e822E865fBE37D6EBC6d721947aFbBd9F95C19,15478897
18,14486015,0,0,18,GREEN,0x874464211649Eb0c504903195902415fb6986AaD,anyGREEN,0x48844dDBa89799DC40eC31728dAC629802D407f3,15307369
18,14440573,0,0,18,MIMO,0x90B831fa3Bebf58E9744A14D638E25B4eE06f9Bc,anyMIMO,0xE238Ce130E8d0Bed5FaB0bb52Fed6396F1aAa192,15348367
18,14486730,0,0,18,NNT,0x4C4D878faE704ffF9E00325f7C2bC758489202EC,anyNNT,0x19193F450086d0442157b852081976D41657aD56,15526643
18,14493630,0,0,18,8PAY,0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,any8PAY,0x77c62e549ca46EF8Dd5Edc052B1edC783F60A400,15501380
18,14497080,0,0,0,0,0,ONI,0x411f3e09C66B30E7FACFec45Cd823B2E19dFAD2D,14499809
18,14497204,0,0,0,0,0,BUSD,0x2e1F94dfC828d4f9d69B73Bfc87Db9c8038A0BEB,14497204
18,14499782,0,0,18,BUSD,0x4Fabb145d64652a948d72533023f6E7A623C7C53,anyBUSD,0xd13eB71515DC48a8a367D12F844e5737bab415dF,15531385
18,14516220,0,0,18,$MF,0x5c2fCe5a43A56FC158a5a86CAc4FCC4fBDc577F4,any$MF,0x0802d66f029c46E042b74d543fC43B6705ccb4ba,15072667
18,14516311,0,0,18,RADIO,0x7a5d3A9Dcd33cb8D527f7b5F96EB4Fef43d55636,anyRADIO,0x05F2972cd67705E7f2DcBfFD0Daa3F939B61020B,15531543
18,14521039,0,0,18,MKR,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,anyMKR,0x11eb3aA66FE1f2B75cB353D3e874E96968182BdA,14623443
18,14537829,0,0,18,XMT,0x3E5D9D8a63CC8a88748f229999CF59487e90721e,anyXMT,0x9833c643f387ecFB76AA8114546AD524703c66Fb,15519579
18,14551841,0,0,18,TFBX,0x4057Db5bD9f67A566aA10E5587b1a964afFc6a16,anyTFBX,0xe5130D3DbfaC6Ae7d73a24D719762df74d8E4c27,15384185
18,14409369,0,0,18,DUET,0xE8521b61f64Fc45A0bC3db36D2A524fe61a69b52,anyDUET,0xB808D767DDf0F61Ca62331c1bBbebe0530b41079,15416680
18,14545502,0,0,18,SIG,0x7777777777697cFEECF846A76326dA79CC606517,anySIG,0xD5eBD23D5eb968c2efbA2B03F27Ee61718609A71,14602370
18,14569492,0,0,0,0,0,IB,0x00a35FD824c717879BF370E70AC6868b95870Dfb,15351476
18,14573794,0,0,18,YOSHI,0x4374F26F0148a6331905eDf4cD33B89d8Eed78d1,anyYOSHI,0xF75565B89BA076b8fc7B9708d14855FD3dA89e97,15527352
6,14577726,0,0,6,NTX,0xF0d33BeDa4d734C72684b5f9abBEbf715D0a7935,anyNTX,0x7761a5e95C96ff0d68dAf5eF2f94741229b36b50,15530006
18,14451796,0,0,18,BTE,0x73B708E84837FFCcDE2933e3A1531fe61D5e80Ef,anyBTE,0xF331b2C406fEF2539e9b1150345575feb9f0323c,15519764
18,13462011,0,0,18,jEUR,0x0f17BC9a994b87b5225cFb6a2Cd4D667ADb4F20B,anyjEUR,0xa71353Bb71DdA105D383B02fc2dD172C4D39eF8B,14640389
18,14520743,0,0,18,SUSHI,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,anySUSHI,0xA5432cbF7097C4E3536731dEc837e3fA676b38C3,15438629
18,14622802,0,0,0,0,0,LACE,0xC789f877FBB6aa4457EE5531cCeB76da6d3D1e3F,14623409
18,14653596,0,0,18,NBT,0x446F2A8A39Cc730ef378Be759A3c57f1a3fE824c,anyNBT,0xcea59DCE6A6d73a24e6d6944CFaBc330814c098A,15527547
18,14654515,0,0,18,gALCX,0x93Dede06AE3B5590aF1d4c111BC54C3f717E4b35,anygALCX,0x6474239b1a83cEB3789CD8dDb2218e6f5C6840Dd,15530608
18,14588145,0,0,18,VSP,0x1b40183EFB4Dd766f11bDa7A7c3AD8982e998421,anyVSP,0x1c2E7118591ec1b6122e4fE3d645706a9747b10E,15459850
18,14652880,0,0,18,PKN,0xdf09a216Fac5ADC3e640Db418C0b956076509503,anyPKN,0x623332A33Ae3a8fC9B121322C72550Decc0eD81C,15511348
18,14615984,0,0,18,$TRDL,0x297D33e17e61C2Ddd812389C2105193f8348188a,any$TRDL,0x9EBA16F6b7e8848e440922861123F0bee957002a,15071782
18,14653762,0,0,18,YEL,0x7815bDa662050D84718B988735218CFfd32f75ea,anyYEL,0x301DE15579C37d1e1cC8B46D74324b885A77291B,15528507
18,14678164,0,0,18,SWASH,0xA130E3a33a4d84b04c3918c4E5762223Ae252F80,anySWASH,0x2eF4A574b72E1f555185AfA8A09c6d1A8AC4025C,15521051
18,14659130,0,0,18,DGMV,0x8EEdEFe828A0f16C8fc80e46a87Bc0f1De2d960c,anyDGMV,0x19F36BbB75cFb2969486d46a95E37c74A90C7CBb,15527410
18,14658942,0,0,18,SFI,0xb753428af26E81097e7fD17f40c88aaA3E04902c,anySFI,0x3fF1Af9E583d3790ec51E1407c9E94D8D1133dC3,15517240
9,13959102,0,0,9,FomoETH,0xDce56E81EF41814e3D014C1be03195C73d4aF513,anyFomoETH,0x5d5530eb3147152FE78d5C4bFEeDe054c8d1442A,14914844
18,14720271,0,0,0,0,0,BANANA,0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2,15384230
18,14722381,0,0,18,OBOT,0xeDADeB5fAa413e6c8623461849DFD0B7C3790c32,anyOBOT,0x7f352fA977713019C484C58E9BDfB04910016871,15519461
18,14722870,0,0,18,MIT,0xb546c4a4FbFb0Ae97b589e6887d198d11e9f375e,anyMIT,0x0B23341fA1Da0171f52aA8Ef85f3946b44d35ac0,14722887
