token,txhash,blockno,price,rtoken,symbol
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xe74903bb748118e8a9213acafa7ed9dfceb14df6d5e1c04c050e936affe135bf,13437189,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x94fa4745396ffec102f653016a2a18ed7fe7dff97951e888c6f6044664d51e99,13437224,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xf27a7f53e23a8893bc808daf0df55fae517c6a8464ac8957aed86486fd5fea66,13441917,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xcef3055f72443e36e265098f8342d17474584fb37c6ae388dc7cba501b33e32a,13466280,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xc4d1496886f48fa54d312a082ac1f4f3f1e37fadcb392bd601487850e0503f91,13467861,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xf7fca535a15afc1840721447d7259df2b16b5d46c988bc26660bc469126f2d74,13512037,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x5b6ae8a2ed04a7daeea7716319ec6a69ac60b218cf0af6525c260ff3b9fcc9fd,13519702,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x9cc77fb36bf5f7d8f35dd7ac1dc264c897891fdad978a08b2d0479485dffb93e,13520474,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x5964f1012464aa722ba9546eddeb46c386b492d6e136207908c9d0e139f912cb,13525518,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x893bd1efeb294fb4cb6a49d0d83b187718b83d3a60286d728e60131111c2e664,13536734,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x23c2d177fcc66e4acababd64f685117b2cb7457eadc0fd1c7e4e4cd7347aec10,13547446,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x88d0f26912aab9bc9ab225944b2a9e986a0c367111c5ab3a2f60bb709fad18d0,13572486,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xa16d88d82f9e004a20edad72f1a005f1d99d3edb1b0a299b8028bd1a72386e28,13578321,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xf669eca15b0e11b846b5fbab9f8e8bfc06a222b7d3e44699ee03a842a678d0a3,13656938,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x80b53b14e7a5f7e566fc16926d1f48e2a1f22eb586443631c9fc18afc60eac4b,13691038,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xca75d2fcb91855d21fddd5d4e38c9a1f277a36c6c5809684b42c8093a01973aa,13706027,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xb2676d5a8065b06c778e26cdae5486d964b0abff6d2c834a55c84f3e25f03d60,13740178,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x3b85e86d325c0ad9d0f3aa0f6a6b8933bd0e1f392718b4a534ddee9c3c338758,13796689,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x8b5f1c6f794869d95cc5199b91ddcc15ff13dccbf95cb8d5c81e0b92c689c62a,13873617,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xb613aaf8d0557a73b7138384ad79cc7ccbefd4273d754b837b328cf12c422648,13929390,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xc1c28b7b26d2d35169f889a85f2a9c725cb7a6731c693ebd76c9e52f32a7289b,14074609,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xf312a2ad34114fec536f98d52afaf5b8cbf80fe2b4e7f362df99521492cc77e3,14140671,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xf1636c44c76d72d1cc8562cef1d44c484784c440131b4b76a29504708111cabd,14142585,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x9d8e0ebc0d33f6fc784ea6cdf350913fabf4d027df3e5f86dccee52ef7d0592c,14163492,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x90e7ada7092a8edabb353da3f9e483256963e9e82d94004bdee574dc664f3f95,14164482,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xb98955973feab20fc5bdaae2cfc6d0b689a6196cac5d7f09e0722db392875fe3,14319707,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x8226dc683549604fb8ad9318b819f174bc35956e5f6c67139a100367082cfb9c,14330668,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x560549252407b5ffd515b6863656a155006e88a1fcde0f889cf529c0e7b40124,14393796,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x8a7ccefc2308d3d83818337194651c4409f831c983671079760dfd0a69156921,14403760,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xda578c17b779fa4ab4b7609fc234eb30ca859d6419beb78298efd02220297031,14411904,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xa90c313f2f464cc6ae05a9a82e6bc61db2de4eca9891ad8f3d8d8e032e4bbb7f,14434821,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xcd7510d534e52eac183ad5e4c816fd2be381866eca7d6020ef47ac86e281dd95,14447087,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x9c9f02243316f36e3cbc031f892d6b271ea5119d34d67fe654079efd8861a247,14509401,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xf873af2b4e339db64ea96a2cef9d20d114d94260d7e16d0f32d318ea692e2f78,14512621,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xae78c854517c9a5f2a745921937f9aedf0a5209c8a485e48e1435fb00a85650d,14525091,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x7be11babbba470f8433d7323e422c3bda26388c6724cf8f03a6615afe3256b3e,14553293,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xfe8b219625adde81fc2775306a9cb13e22566b9314716d91fdfce0bafa42e7a1,14609586,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x228a2ec1d5a7c27d6f42da8d1c3887e296eacdacc87762b23c428e1858267dc2,14630030,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xc964cfe6a93993e72187750ca1134446a2de920d08fcca3e639fb0ccbe557e48,14642511,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x12824f51ee1a4c7700be7cc94b52aabfe01932ad1e6c7e8f7d286596b3962549,14681779,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x14829bff87a44c55e6b128efbb3a79ec396a7f1b363b1e07e8ef3fc6eab7d047,14769829,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xe53432a6563261b30e42f523e6bd6f597b15cc1f9bf0406b7bf9b76c1327c790,14805854,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x0eda3f234218ebce303fdf1da039bce24444f54bc8c66fc6d65765d4ad21694b,14869336,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x92a01c087bd5523a1b8eea418460480eb646da629f7e7ec5d907b37088940c33,14879525,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x5cd0edfb069af8c6325d918fab207c14dca85f4891e9e0653e3e9feba8d052d7,14987862,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xd9f7766cca8f1fb5abfa5fdfe4e56267792b1461e95456b243e61e3bbdbeff57,14996165,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xfd24f136f9050c22c3884a342cbee3e3f368e6913ee6dcb9b14e9b16b793ecfb,15023203,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0xe813ff9d550f3b2ef339708106b132994ff897ba65cd3cb61758a45edee3075d,15188649,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x132875560bd00999ab955752bf2fc22aef7eab581ac28d8003f574bf325c8b1e,15271979,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x1f4e35D4380D91AF30eDca625C8d158019786299,0x54cb679b5bdc8112beff01e9313fd3b1f1eafdc21aeb12de0c1ef9f597ca7d57,15337171,0,0x1f4e35D4380D91AF30eDca625C8d158019786299,0
0x887FE928645020db1eC4af4Aa922C2327F96F90f,0x605c694cc21368b6d1ff8214e9a688289b669c2e9fc68363c2c33a47dfb69370,13268718,0,0x887FE928645020db1eC4af4Aa922C2327F96F90f,0
0x063323E90144bC40A900f111C339A31F292d080F,0x5314350f8b05f6db8f3680ce99699184491efdfe8c0034372121da9258825ded,13279318,0,0x063323E90144bC40A900f111C339A31F292d080F,0
0xf51421C93BD9943f057CF5668a5FD6C7Ac3F66ae,0xb498433a6501ccb8dc895e7d08eb11b21f1e2364467b9734b78e97d74ddc9ed7,13287866,0,0xf51421C93BD9943f057CF5668a5FD6C7Ac3F66ae,0
0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0x1d737740a1887060d0a91f2ccd016419a7e853efdf1dbf7ad750cee6e1fb69de,13316634,0,0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0
0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0x917d3e011f6d81df109590f3650a11d475da229c07700dcefb571541b2de59fb,13627648,0,0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0
0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0x6226f2702a7a86f76b943f388e478c240a219d472068825dacc841bc419630a7,13893523,0,0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0
0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0xb0ada255d1b65b50ca549d54d98326096afcb4b1edd3e6a5c9062aa20e24f31e,13893586,0,0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0
0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0x099c3ecba7df42135cea9175b462f2be2babac93fbea33931b46636976245c81,14122212,0,0xfEf87D8c2558a8866BA1b90d545Bfe2ec73744FC,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0xdb9d052885182f3b49a0eca209f914a067597f5751b67f9e02c348c4b796aad1,13318910,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0x6c9a84dbb43f95cd30b01f92aa2cdaaf5a579b3f384582eac1512707708141d4,13358992,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0x8409bc7e1d817f5f551ecc2efdcbaa6fb1894000dc51e056cad37e7e61666a34,13359518,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0x31806f5540a48781040ab722f5c213cc8b14dfaac89e6a556fcbba8be23bdbb4,13369992,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0x0dc785999fde7d298627fad4cd6984275ab3553875cf7a130eabf1494102e1b3,13425280,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0xae3e55fa2002c13006f98e84efec101cfa6f9d45ce27d93b8b5136cf76159364,13629210,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0xa5f076bceeacb951338f10368a390a05ff54d21df0829d1a72e7f808af4af6f5,14697800,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0x09c5939fa8238a01da653a2a283eac02e0aac4dae66dff13ebf4a9357599969b,14972944,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0x2584ba5b6b4e96581b13a844613b80fded458a2bd47fe063e8ec5a754a94778b,15291848,0,0x53BBE80F77ac24e5eA1B806D5e67Ed1e3f4B37FE,0
0x46cF9115277Eb4962eCfdd61546C733c21d8A376,0xff2fa330800553d687a6abee605ab2467f1020a3fa20e901123ec950ae76071e,13345306,0,0x46cF9115277Eb4962eCfdd61546C733c21d8A376,0
0x46cF9115277Eb4962eCfdd61546C733c21d8A376,0xb95c6333b996dfa1ada0096ad6166c7c62dbe9bed61cf6fd03774ce8506e6ff6,13410299,0,0x46cF9115277Eb4962eCfdd61546C733c21d8A376,0
0x46cF9115277Eb4962eCfdd61546C733c21d8A376,0xc1a60391dfc4dba32c71464c182fde2680c466d0e73f552e18f658131f0bb0b6,14735080,0,0x46cF9115277Eb4962eCfdd61546C733c21d8A376,0
0x443B18444F43797DEd227279a51D2E5F688cb625,0xbeb146da54bc629bbf6a58f32f4ca6e8e823c08c83eb994c34bd9d730764a5ee,13374077,0,0x443B18444F43797DEd227279a51D2E5F688cb625,0
0x443B18444F43797DEd227279a51D2E5F688cb625,0xf0f57525283e059f9e93105366c4d168b8f1857d20a42e453fa0605483586389,13400572,0,0x443B18444F43797DEd227279a51D2E5F688cb625,0
0x443B18444F43797DEd227279a51D2E5F688cb625,0x656f1c2542b65c1f4b618e94d7fe259d0a23370650a1809703712f3e06a72fd3,13583055,0,0x443B18444F43797DEd227279a51D2E5F688cb625,0
0x443B18444F43797DEd227279a51D2E5F688cb625,0x4d1ecadf00cf3b727bcd1aa23508c0c9f6c78338c5fc0dbe356e068651275f81,13737623,0,0x443B18444F43797DEd227279a51D2E5F688cb625,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x766adb56f42a579c16a09cd2558921aff6f83443da49a3eca2453932dd01b8cb,13378351,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x0ca04fdbe5db7cc3f62c192171a444f59c17ab0db06d84233f4a28651e7c920c,13401200,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x65162545a364fd8ca060d40626f819bce5cd8b8a1d74ce3f97ef410406e2f9d2,13454987,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x2e2eb21742f37f91feed4555ae236d83431aa9d397ccf22266d58fa14b067494,13727663,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0xd5889f816bcda048c65ee7893ec97739e40ad6eb1d7205791ed813633982356f,13785622,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x32250141ad109d228df0ef3bd7b0bc8d4eff05a324df99142c9ed9db30e2b8ed,13829397,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0xc7c0a983409f9c7e60dc5139a885c69ac6eac199edc8f8a3217c515eabc87a35,14004547,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x5832b5080a25b27eedfda51a54fb3149c874636eb41a4b7fa03589c5ec05c10e,14273938,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x690f8104c6c4f2e7cf5f3b0f2ce412028bfcf57fb88400fa671b0383d4c3b327,14414301,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x3bb2c52cca08c4660b674d78b297e2fee56033970350df24594b21320783cd35,14666665,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x93fed7dea86ce49f4b881d2be8eedee5a0db2aae35c61c0c4d62294dccf85db4,14781942,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0xa576f91f62776776d9e085acd75dd9fcc4abdf4543d32452888b7f6f623305c8,14975232,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x5cd01bd7e9af7387179d4afec86309aaa8fa10bcddcd4944d1078d5d9e1d1d22,14976068,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x70932f24e10e2560ce8fb9960b01de4232fa0fd59fdbf0bdbd5112e6c33e2752,15068344,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0x13f653994c5255a5c874f8ea880c9651005389dd6438dc71e7f7545052e4940a,15337128,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0xd7afb104aabace55249bf9ca549baeea0acff3c06e30ce3e3274871c85be53d9,15358339,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0xa4a3c46c1fbf8e28132c866783e1271dd5000a2a8c0a08e1bd0f9356fb62e9ac,15358398,0,0x99fcA5214549Fc0fD5afDFab4a3fbC19FFE55c77,0
0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0xdc4464dfcfd2e2bef601690cc016d630d5d2d1ce5883f23c3dcc79545581a20c,13394596,0,0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0
0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0x581dc9417c7836c6089477939ca2d6c57ae1ecd2fbf5597dc123c02923dbd22e,13410446,0,0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0
0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0xe8e8fa70b41699c40b5e62b5ce053614b7abf22393249635c1d4885fd84b8aa1,13600433,0,0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0
0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0xfb8a05cb3675dce45278a1e06b990b5b0ef31d471fc02991a7b66b75e6845f6d,13856140,0,0xE617dd80c621a5072bD8cBa65E9d76c07327004d,0
0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0xb045ac7c08eb277c1a7048ca9f93a216a0fe996606540c5390017c9e38c0d377,13395555,0,0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0
0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0x036776e5253001aa0d8401d64d4cb2dd4664ab470d51857a211c25bb8124dd92,13397661,0,0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0
0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0x0b3a854665c60c6eb899d8ea3e72970fbdb9543454bd95e749d8bf4dce3283d0,14037405,0,0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0
0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0x1468fc673e6488f65e9a2d8b7f6c6a31e429ff54ea063db3cffba63c7ce8e2c7,14154902,0,0xB83cC3A98c63454e2f0aef7aF8D67AADA0e9AD15,0
0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0xaed90bf0e1e8b34f88f7c560b003e8ce6dff4e65efdde6a6daa854c58c97aa6c,13447965,0,0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0
0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0x8d845b399e9b60abbdf6a3a54fb20c08f0ff3d544abda67b118955876561ba19,13545147,0,0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0
0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0x3ec0fa55cc0cd6ee2083aefee8a26b898b1929d7ffc777f39967d14cc1e892d2,13574891,0,0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0
0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0xdc6a0dab2862f3121fd8e6d10ab62a890e2d38c9aea273e4743dd7cc90e76a92,14464181,0,0xE3ADAA4fb7c92AB833Ee08B3561D9c434aA2A3eE,0
0x32BA420bc0C32b6a954c75748E789F2a3Ff22862,0xd03c7bf1a2f9bada9df7a7c1fc2bff96bd8263f23a60f6d5d8d91d0f4f39086d,13585295,0,0x32BA420bc0C32b6a954c75748E789F2a3Ff22862,0
0xF06CeDA97cd72b1d2341f4379aeE110b4D5c5010,0xbb75f20146bf15793570663e40dfaef55e7067fcc2c2e4ba8f00515d331d699f,13753977,0,0xF06CeDA97cd72b1d2341f4379aeE110b4D5c5010,0
0xF06CeDA97cd72b1d2341f4379aeE110b4D5c5010,0x0cd2ffcfff919ff6151efd0a85e8dad0022ca805e227b552e32acfe6acee95b6,14765641,0,0xF06CeDA97cd72b1d2341f4379aeE110b4D5c5010,0
0x01F369bF2d5a62CE60B0a2E92143CD623BeCb0fB,0xd7ca8c637bc7a4a412728c1e02fcf01879ac9eddba1e3e961074acf7cd899ff1,13774125,0,0x01F369bF2d5a62CE60B0a2E92143CD623BeCb0fB,0
